CODICE REGIONE,REGIONE,PROVINCIA,CODICE AZIENDA,CODICE STRUTTURA,TIPO ASSISTENZA EROGATA,DESCRIZIONE TIPO ASSISTENZA EROGATA,DENOMINAZIONE STRUTTURA,PARTITA IVA,INDIRIZZO,DENOMINAZIONE COMUNE,CODICE COMUNE ISTAT,CAP,E-MAIL,SITO WEB,TELEFONO,NUMERO FAX,TIPO STRUTTURA,TIPO STRUTTURA DI RICOVERO,CODICE STRUTTURA DI RICOVERO,DENOMINAZIONE STRUTTURA DI RICOVERO,TIPO RAPPORTO CON IL S.S.N.,PRESENZA APPARECCHIATURE,ANNO APERTURA,ANNO CHIUSURA,DATA AGGIORNAMENTO
190,Sicilia,Messina,205,417400,S03,ATTIVITA' DI LABORATORIO,EMODIAGNOSTICA,02132570835,VIA ROMA N.15,Tortorici,083099,98078,bernardo1954@alice.it,-,0941422273,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2018/01/02
190,Sicilia,Messina,205,417500,S03,ATTIVITA' DI LABORATORIO,LAB.AN. QUATTROCCHI & MIRICI,02117120838,VIA STRADELLA S. NAGRA n. 14,Tortorici,083099,98078,analqm@hotmail.it,-,0941421975,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2018/01/02
190,Sicilia,Messina,205,417700,S03,ATTIVITA' DI LABORATORIO,EMOLAB DI A. SINDONI & C. S.A.S.,02700350834,VIA ROMA N. 18-20,Villafranca Tirrena,083105,98049,labdsa@tin.it,-,090335144,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2018/01/02
190,Sicilia,Messina,205,417800,S01,ATTIVITA' CLINICA,STUDIO MEDICO GUSSIO S.R.L.,02145130833,VIA MONZA IS.34/B N°9,Messina,083048,98124,infosrl@studiomedicogussio.it,studiomedicogussiosrl@pec.it,0909578631,0902509972,AMBULATORIO E LABORATORIO,0,0,-,2,N,1996,0,2018/01/02
190,Sicilia,Messina,205,417900,S01,ATTIVITA' CLINICA,E.C.A.S. S.A.S DR POLITO & FIGLIi,02134430830,VIA DEI MILLE N.20,Milazzo,083049,98057,carmenpolito@virgilio.it,-,0909282998,0909241588,AMBULATORIO E LABORATORIO,0,0,-,2,S,2007,0,2018/01/02
190,Sicilia,Messina,205,418000,S01,ATTIVITA' CLINICA,STUDIO IANNELLI GUGLIELMO S. a S.,02108690831,VIA BARCELLONA CASTROREALE N. 82,Barcellona Pozzo di Gotto,083005,98051,amministrazione@studioiannelli.it,-,0909791366,0909797687,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2018/01/02
190,Sicilia,Messina,205,418000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO IANNELLI GUGLIELMO S. a S.,02108690831,VIA BARCELLONA CASTROREALE N. 82,Barcellona Pozzo di Gotto,083005,98051,amministrazione@studioiannelli.it,-,0909791366,0909797687,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2018/01/02
190,Sicilia,Messina,205,418100,S03,ATTIVITA' DI LABORATORIO,A.B.L. S.A.S. BIOMEDICHE DR. LENZO G & C,01785810837,VIA FRANCESCO CRISPI N. 219/D,Santa Teresa di Riva,083089,98028,abl-lenzo@hotmal.com,-,0942751480,0942791480,AMBULATORIO E LABORATORIO,0,0,-,2,S,1996,0,2018/01/02
190,Sicilia,Messina,205,418200,S01,ATTIVITA' CLINICA,MEDICAL CENTER SRL,02113590836,VIA MARINA 163,Nizza di Sicilia,083061,98026,medicalpresidente@gmail.com,-,0942744940,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,1996,0,2018/01/02
190,Sicilia,Messina,205,418400,S03,ATTIVITA' DI LABORATORIO,LAB.CANFORA S. E C. & C. S.R.L.,02108290830,VIALE S.MARTINO IS.56 N.315,Messina,083048,98124,canfcla49@outmail.it,-,0902932413,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2000,0,2018/01/02
190,Sicilia,Messina,205,418500,S03,ATTIVITA' DI LABORATORIO,LAB. ANALISI GIUSEPPE AGOSTA E MARCELLA DI MUNI S.N.C,03002480877,VIA MERCATO N. 1,Cesarò,083017,98033,-,-,095696412,095696412,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,418600,S01,ATTIVITA' CLINICA,EMODIALISI IPPOCRATE S.R.L.,01931530834,VIA CESARE BATTISTI C/DA LITANIA,Furci Siculo,083027,98023,info@dialisippocrate.it,-,0942798198,0,ALTRO TIPO DI STRUTTURA TERRITORIALE,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,418700,S01,ATTIVITA' CLINICA,EMODIALISI SPARVIERO S.R.L.,03396470878,VIA L. PIRANDELLO N. 80,Taormina,083097,98039,eurodial-ct@virgilio.it,-,094224454,094224454,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,418800,S01,ATTIVITA' CLINICA,LA RINASCENTE S.A.S.,02048570838,VIA DEI MILLE IS. 101 N. 243,Messina,083048,98124,studiolarinascente@gmail.com,-,0902935064,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,2002,0,2018/01/02
190,Sicilia,Messina,205,418900,S03,ATTIVITA' DI LABORATORIO,LAB. BONGIORNO & FIGLIA,01860170834,VIA SERPI N. 53,San Fratello,083078,98075,pino.bongiorno@email.it,-,0941724884,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419000,S03,ATTIVITA' DI LABORATORIO,LAB. TOMASI ANTONINO,01959940832,VIA NAZIONALE N. 284,Capri Leone,083010,98070,laboratorio.tomasi@tiscali.it,-,0941958100,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419100,S01,ATTIVITA' CLINICA,TIRRENIA S.R.L.,01555680832,VIA RESPIGHI,Sant'Agata di Militello,083084,98076,tirrenia9@tiscali.it,-,0941723830,0,ALTRO TIPO DI STRUTTURA TERRITORIALE,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419300,S03,ATTIVITA' DI LABORATORIO,STUDIO DIAGNOSTICO 'CHIOFALO' S.n.c.,01807830839,VIA III° S. NICOLO' N. 20,Furnari,083028,98054,analisichiofalo@tiscali.it,-,094181747,094181747,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419400,S01,ATTIVITA' CLINICA,STUDIO RAD. DEL TIRRENO,01848140834,VIA NAZIONALE N. 152,Villafranca Tirrena,083105,98049,studioradiologicodeltirreno@mail.com,-,090332930,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO RAD. DEL TIRRENO,01848140834,VIA NAZIONALE N. 152,Villafranca Tirrena,083105,98049,studioradiologicodeltirreno@mail.com,-,090332930,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419500,S01,ATTIVITA' CLINICA,OMEGA S.A.S.,03660850871,C.DA CONCA D'ORO C. LA STELLA S.S. ANNUNZIATA,Messina,083048,98100,omegacentrodialisi@alice.it,-,090350128,090350112,ALTRO TIPO DI STRUTTURA TERRITORIALE,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419600,S01,ATTIVITA' CLINICA,NEPHROCARE S.P.A.,07762500630,VIA M. POLO N. 499 CONTESSE,Messina,083048,98125,antonio.pitti@fmc-ag.com,-,090635124,0906482135,ALTRO TIPO DI STRUTTURA TERRITORIALE,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419700,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,ESCULAPIO S.R.L.,02639400833,VIA LIBERTA' N. 113 GIAMMORO,Pace del Mela,083064,98040,studioesculapio@gmail.com,-,0909384529,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419800,S01,ATTIVITA' CLINICA,LA.BO.S. S.R.L.,02106410836,VIA LIBERTA' N.127 GIAMMORO,Pace del Mela,083064,98040,centrodialisilabos@virgilio.it,-,0909387007,0909387007,ALTRO TIPO DI STRUTTURA TERRITORIALE,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,419900,S01,ATTIVITA' CLINICA,SAN FILIPPO DIAL CENTER S.R.L.,04388650873,via s.barbara snc,Brolo,083007,98061,dialisisanfilippo@libero.it,-,0941580614,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2017,0,2018/01/02
190,Sicilia,Messina,205,420000,S01,ATTIVITA' CLINICA,CENTRO DI NEFR. E DIAL. S.R.L.,00801390824,C.DA FAVATA',Santo Stefano di Camastra,083091,98077,dialisisantostefano@libero.it,-,0921339598,0921339598,ALTRO TIPO DI STRUTTURA TERRITORIALE,0,0,-,2,S,2002,0,2018/01/02
190,Sicilia,Messina,205,420200,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO RADIOLOGICO 'ESCULAPIO' Srl,02639400833,VIA NAZIONALE N.253,Terme Vigliatore,083106,98050,studioesculapio@gmail.com,-,0909740616,0909740616,AMBULATORIO E LABORATORIO,0,0,-,2,S,2004,0,2018/01/02
190,Sicilia,Messina,205,420300,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO RAD. DR. BARCA ANTONIO,92902550835,VIA UMBERTO I° N. 100,Barcellona Pozzo di Gotto,083005,98051,gbarca@sirm.org,-,0909798052,0902137552,AMBULATORIO E LABORATORIO,0,0,-,2,S,2007,0,2018/01/02
190,Sicilia,Messina,205,420400,S03,ATTIVITA' DI LABORATORIO,2010 GROUP DIAGN. CLINICA ASSOCIATA,03090310834,VIA NATOLI N. 20,Messina,083048,98123,2010group@libero.it,-,0902932427,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2011,0,2018/01/02
190,Sicilia,Messina,205,420600,S03,ATTIVITA' DI LABORATORIO,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,02994280838,V.LE R. MARGHERITA N. 34/D,Messina,083048,98122,info@salcert.it,-,09057574,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2011,0,2018/01/02
190,Sicilia,Messina,205,420700,S03,ATTIVITA' DI LABORATORIO,CONSORZIO D'AMICO 1980,03054350834,VIA NAZIONALE 50/P,Torregrotta,083098,98048,studioverde@katamail.com,-,0909981994,0909981994,AMBULATORIO E LABORATORIO,0,0,-,2,S,2011,0,2018/01/02
190,Sicilia,Messina,205,420800,S03,ATTIVITA' DI LABORATORIO,CENTRO DIAGNOSTICO CRISTINA SOC. CONSORTILE A.R.L.,02813200835,VIA KENNEDY N. 500 ANGOLO VIA GARIBALDI,Barcellona Pozzo di Gotto,083005,98051,lab.cosmos@tiscali.it,-,0909761051,0909761051,AMBULATORIO E LABORATORIO,0,0,-,2,S,2011,0,2018/01/02
190,Sicilia,Messina,205,420900,S03,ATTIVITA' DI LABORATORIO,UNI.LAB S.R.L.,03118210834,VIA MARINA N. 80,Santo Stefano di Camastra,083091,98077,unilab.santostefano@gmail.com,-,0921331978,0921331978,AMBULATORIO E LABORATORIO,0,0,-,2,S,2011,0,2018/01/02
190,Sicilia,Messina,205,421000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,RADIOLOGIA DIAGNOSTICA S.R.L.,02874970839,VIA VON GLOEDEN N. 63,Taormina,083097,98039,radiologiasrl@hotmail.it,-,0942625582,0942625582,AMBULATORIO E LABORATORIO,0,0,-,2,S,2015,0,2018/01/02
190,Sicilia,Messina,205,421100,S03,ATTIVITA' DI LABORATORIO,LA DIAGNOSTICA SOCIETA' CONSORTILE a r.l.,03388650834,VIA V. VENETO N. 15,Milazzo,083049,98057,-,-,0909286117,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2016,0,2018/01/02
190,Sicilia,Messina,205,421200,S03,ATTIVITA' DI LABORATORIO,ST. DIAGN. IGEA SOC. CONSORTILE a r.l.,03381220833,VIA S. GIOVANNI N.80,Barcellona Pozzo di Gotto,083005,98051,igea1302@alice.it,-,0909701302,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2016,0,2018/01/02
190,Sicilia,Messina,205,421300,S03,ATTIVITA' DI LABORATORIO,EMMI LAB. DIAGN. SOCIETA' CONSORTILE a r.l.,03290110836,VIA DAMIANO ROSSO N. 2,Taormina,083097,98039,-,-,094224159,0942628014,AMBULATORIO E LABORATORIO,0,0,-,2,S,2016,0,2018/01/02
190,Sicilia,Messina,205,421400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,Studio di Radiologia San Michele s.r.l.,03433470832,Via Nino Bixio is.119 n. 144,Messina,083048,98100,studiosanmichelesrl@gmail.com,-,090717970,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2016,0,2018/01/02
190,Sicilia,Messina,205,421500,S03,ATTIVITA' DI LABORATORIO,SANITAS 2 s.r.l.,03435220839,via c. colombo 25,Milazzo,083049,98057,sanitasdue@libero.it,-,0909283267,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2017,2018,2018/01/02
190,Sicilia,Messina,205,421600,S03,ATTIVITA' DI LABORATORIO,LABORATORIO ANALISI CLINICHE SAN NICOLO' DOTT. MANGANO ILENIA s.a.s.,03428060838,VIA UMBERTO I 311/A,Gioiosa Marea,083033,98063,laboratoriosannicolo@libero.it,-,0941304031,0941304031,AMBULATORIO E LABORATORIO,0,0,-,2,S,2016,0,2018/01/02
190,Sicilia,Messina,205,421700,S01,ATTIVITA' CLINICA,Diaverum Italia S.r.l.,02243300361,via generale angelo cambria n°2,Barcellona Pozzo di Gotto,083005,98051,pasquale.nasisi@diaverum.com,-,0909715061,0909081000,AMBULATORIO E LABORATORIO,0,0,-,2,S,2016,0,2018/01/02
190,Sicilia,Messina,205,421800,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CENTRO DIAGNOSTICO MESSINA SUD SRL,03402890838,"S.S. 114 Km. 5,400",Messina,083048,98125,filippoi@hotmail.it,-,0902921342,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2017,0,2018/01/02
190,Sicilia,Messina,205,421900,S03,ATTIVITA' DI LABORATORIO,Analisi Chimico Cliniche S.R.L. D.ssa C.La Ferlita,03472430838,Via la farina is. 278 scala E,Messina,083048,98122,labanalisi123@yahoo.it,-,090712171,0,AMBULATORIO E LABORATORIO,0,0,-,2,N,2017,0,2018/01/02
190,Sicilia,Messina,205,422000,S01,ATTIVITA' CLINICA,NEPHROCARE S.P.A.,07762500630,S.S. 114 KM 10 GALATI MARINA,Messina,083048,98134,gale1981@libero.it,-,090631417,0,ALTRO TIPO DI STRUTTURA TERRITORIALE,0,0,-,2,S,2017,0,2018/01/02
190,Sicilia,Messina,205,422100,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO DI RADIOLOGIA DOTT. CURRO' DOMENICO S.R.L.,02964800839,VIA KENNEDY N° 157,Barcellona Pozzo di Gotto,083005,98051,ambulatorio.radiologia.dr.currò@gmail.com,-,0909764125,0909764125,AMBULATORIO E LABORATORIO,0,0,-,2,S,2018,0,2018/03/16
190,Sicilia,Messina,205,422200,S01,ATTIVITA' CLINICA,POLIDIAGNOSTICO ALI' TERME SRL,02923650838,S.S. 114 KM 5400 PISTUNINA,Messina,083048,98125,polidiagnostica@salcert.it,-,090621136,0,AMBULATORIO E LABORATORIO,0,0,-,2,S,2018,0,2018/04/16
190,Sicilia,Messina,205,600100,S01,ATTIVITA' CLINICA,AMB. P.O. CUTRONI ZODDA BARCEL,03051870834,CTR. S. ANDREA,Barcellona Pozzo di Gotto,083005,98051,ospedale.barcellona@asp.messina.it,-,09097511,0909751763,AMBULATORIO E LABORATORIO,01,190323,P.O. 'NUOVO CUTRONI ZODDA' BARCELLONA,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,600100,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMB. P.O. CUTRONI ZODDA BARCEL,03051870834,CTR. S. ANDREA,Barcellona Pozzo di Gotto,083005,98051,ospedale.barcellona@asp.messina.it,-,09097511,0909751763,AMBULATORIO E LABORATORIO,01,190323,P.O. 'NUOVO CUTRONI ZODDA' BARCELLONA,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,600100,S03,ATTIVITA' DI LABORATORIO,AMB. P.O. CUTRONI ZODDA BARCEL,03051870834,CTR. S. ANDREA,Barcellona Pozzo di Gotto,083005,98051,ospedale.barcellona@asp.messina.it,-,09097511,0909751763,AMBULATORIO E LABORATORIO,01,190323,P.O. 'NUOVO CUTRONI ZODDA' BARCELLONA,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,600300,S01,ATTIVITA' CLINICA,POLIAMBULATORIO BROLO,03051870834,VIA TRENTO ANG. VIA KENNEDY,Brolo,083007,98061,-,-,0941244150,0941562400,AMBULATORIO E LABORATORIO,0,0,-,1,N,1996,0,2018/01/02
190,Sicilia,Messina,205,600400,S01,ATTIVITA' CLINICA,POLIAMB. CAPO D'ORLANDO,03051870834,VIA MANCINI,Capo d'Orlando,083009,98071,polcorlando@asp.messina.it,-,0941720070,0941720066,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/02/01
190,Sicilia,Messina,205,600400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,POLIAMB. CAPO D'ORLANDO,03051870834,VIA MANCINI,Capo d'Orlando,083009,98071,polcorlando@asp.messina.it,-,0941720070,0941720066,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/02/01
190,Sicilia,Messina,205,600600,S01,ATTIVITA' CLINICA,POLIAMBULATORIO FRANCAVILLA SICILIA,03051870834,VIA ROMA,Francavilla di Sicilia,083025,98034,poliamb.francavillasicilia@outlook.it,-,0942614600,0942615610,AMBULATORIO E LABORATORIO,0,0,-,1,N,1996,0,2018/01/02
190,Sicilia,Messina,205,600700,S01,ATTIVITA' CLINICA,POLIAMBUL. GALATI MAMERTINO,03051870834,VIA CAVOUR,Galati Mamertino,083030,98070,poliambualtorio.galati@asp.messina.it,-,0941434796,0,AMBULATORIO E LABORATORIO,0,0,-,1,N,1996,0,2018/01/02
190,Sicilia,Messina,205,600800,S01,ATTIVITA' CLINICA,AMBULATORIO P.O. LIPARI,03051870834,VIA S. ANNA,Lipari,083041,98055,-,-,0909885402,0909885402,AMBULATORIO E LABORATORIO,01,190324,P.O. LIPARI,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,600800,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO P.O. LIPARI,03051870834,VIA S. ANNA,Lipari,083041,98055,-,-,0909885402,0909885402,AMBULATORIO E LABORATORIO,01,190324,P.O. LIPARI,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,600800,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO P.O. LIPARI,03051870834,VIA S. ANNA,Lipari,083041,98055,-,-,0909885402,0909885402,AMBULATORIO E LABORATORIO,01,190324,P.O. LIPARI,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,601300,S01,ATTIVITA' CLINICA,CENTRO PREV. MAL. DERMOVENEREE,03051870834,VIA TEMPLARI N. 2,Messina,083048,98121,-,-,0903653861,0903653267,AMBULATORIO E LABORATORIO,0,0,-,1,N,1996,0,2018/01/02
190,Sicilia,Messina,205,601400,S01,ATTIVITA' CLINICA,CENTRO PREV.MAL.RESPIRATORIE,03051870834,VIA TOMMASO CAPRA (PAL.SATELLITE),Messina,083048,98100,-,-,0903652428,0903652414,AMBULATORIO E LABORATORIO,0,0,-,1,N,1996,0,2018/01/02
190,Sicilia,Messina,205,601700,S01,ATTIVITA' CLINICA,POLIAMB. VIA DEL VESPRO,03051870834,VIA DEL VESPRO IS. 289,Messina,083048,98122,-,-,0903653504,090771150,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,601800,S01,ATTIVITA' CLINICA,AMBULATORIO P.O. 'G. FOGLIANI',03051870834,VILLAGGIO GRAZIA,Milazzo,083049,98057,ospedale.milazzo@asp.messina.it,-,09092901,0909290446,AMBULATORIO E LABORATORIO,01,190325,P.O. 'G. FOGLIANI' MILAZZO,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,601800,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO P.O. 'G. FOGLIANI',03051870834,VILLAGGIO GRAZIA,Milazzo,083049,98057,ospedale.milazzo@asp.messina.it,-,09092901,0909290446,AMBULATORIO E LABORATORIO,01,190325,P.O. 'G. FOGLIANI' MILAZZO,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,601800,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO P.O. 'G. FOGLIANI',03051870834,VILLAGGIO GRAZIA,Milazzo,083049,98057,ospedale.milazzo@asp.messina.it,-,09092901,0909290446,AMBULATORIO E LABORATORIO,01,190325,P.O. 'G. FOGLIANI' MILAZZO,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,601900,S01,ATTIVITA' CLINICA,POLIAMBUL. SPECIAL. MILAZZO,03051870831,VIA G. IMPALLOMENI,Milazzo,083049,98057,distretto.milazzo@asp.messina.it,-,0909290700,0909290731,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602000,S01,ATTIVITA' CLINICA,AMB. P.O. 'SS.SALVATORE' MISTRETTA,03051870834,VIA A. SALOMONE N.20,Mistretta,083052,98073,ospedale.mistretta@asp.messina.it,-,0921389111,0921389224,AMBULATORIO E LABORATORIO,01,190327,P.O. 'SS. SALVATORE' MISTRETTA,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMB. P.O. 'SS.SALVATORE' MISTRETTA,03051870834,VIA A. SALOMONE N.20,Mistretta,083052,98073,ospedale.mistretta@asp.messina.it,-,0921389111,0921389224,AMBULATORIO E LABORATORIO,01,190327,P.O. 'SS. SALVATORE' MISTRETTA,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602000,S03,ATTIVITA' DI LABORATORIO,AMB. P.O. 'SS.SALVATORE' MISTRETTA,03051870834,VIA A. SALOMONE N.20,Mistretta,083052,98073,ospedale.mistretta@asp.messina.it,-,0921389111,0921389224,AMBULATORIO E LABORATORIO,01,190327,P.O. 'SS. SALVATORE' MISTRETTA,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602100,S01,ATTIVITA' CLINICA,POLIAMBULATORIO MISTRETTA,03051870834,VIA VERGA N.3,Mistretta,083052,98073,sportellocronici.mistretta@asp.messina.it,-,0921389471,0921389449,AMBULATORIO E LABORATORIO,0,0,-,1,N,1996,0,2018/01/02
190,Sicilia,Messina,205,602200,S01,ATTIVITA' CLINICA,POLIAMBULATORIO NASO,03051870834,VIA CONVENTO N. 5,Naso,083060,98070,poliambualtorio.naso@asp.messina.it,-,0941720001,0941720002,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602200,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,POLIAMBULATORIO NASO,03051870834,VIA CONVENTO N. 5,Naso,083060,98070,poliambualtorio.naso@asp.messina.it,-,0941720001,0941720002,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602400,S01,ATTIVITA' CLINICA,AMBULATORIO P.O. 'BARONE ROMEO' PATTI,03051870834,VIA MAZZINI,Patti,083066,98066,direzionesanitaria.osppatti@asp.messina.it,www.asp.messina.it,0941244111,094121562,AMBULATORIO E LABORATORIO,01,190328,P.O. 'BARONE-ROMEO' PATTI,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO P.O. 'BARONE ROMEO' PATTI,03051870834,VIA MAZZINI,Patti,083066,98066,direzionesanitaria.osppatti@asp.messina.it,www.asp.messina.it,0941244111,094121562,AMBULATORIO E LABORATORIO,01,190328,P.O. 'BARONE-ROMEO' PATTI,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602400,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO P.O. 'BARONE ROMEO' PATTI,03051870834,VIA MAZZINI,Patti,083066,98066,direzionesanitaria.osppatti@asp.messina.it,www.asp.messina.it,0941244111,094121562,AMBULATORIO E LABORATORIO,01,190328,P.O. 'BARONE-ROMEO' PATTI,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,602500,S01,ATTIVITA' CLINICA,POLIAMB. EX INAM PATTI,03051870834,VIA CATTANEO,Patti,083066,98066,distretto.patti@asp.messina.it,-,0941244711,0941244714,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/02/08
190,Sicilia,Messina,205,602500,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,POLIAMB. EX INAM PATTI,03051870834,VIA CATTANEO,Patti,083066,98066,distretto.patti@asp.messina.it,-,0941244711,0941244714,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/02/08
190,Sicilia,Messina,205,602900,S01,ATTIVITA' CLINICA,POLIAMBULATORIO S.STEFANO CAM.,03051870834,VIA ERCOLE,Santo Stefano di Camastra,083091,98077,-,-,0921331281,0921331222,AMBULATORIO E LABORATORIO,0,0,-,1,N,1996,0,2018/01/02
190,Sicilia,Messina,205,603000,S01,ATTIVITA' CLINICA,AMBULATORIO P.O. GEN. DI ZONA,03051870834,VIA MEDICI,Sant'Agata di Militello,083084,98076,ospedale.sagata@asp.messina.it,-,09417201,0941720426,AMBULATORIO E LABORATORIO,01,190329,STABILIMENTO OSPED. S. AGATA MILITELLO,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,603000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO P.O. GEN. DI ZONA,03051870834,VIA MEDICI,Sant'Agata di Militello,083084,98076,ospedale.sagata@asp.messina.it,-,09417201,0941720426,AMBULATORIO E LABORATORIO,01,190329,STABILIMENTO OSPED. S. AGATA MILITELLO,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,603000,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO P.O. GEN. DI ZONA,03051870834,VIA MEDICI,Sant'Agata di Militello,083084,98076,ospedale.sagata@asp.messina.it,-,09417201,0941720426,AMBULATORIO E LABORATORIO,01,190329,STABILIMENTO OSPED. S. AGATA MILITELLO,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,603100,S01,ATTIVITA' CLINICA,POLIAMBULATORIO S.AGATA MIL.,03051870834,PTA VIA MEDICI,Sant'Agata di Militello,083084,98076,distretto.sagata@asp.messina.it,-,0941720254,0941720521,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,603100,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,POLIAMBULATORIO S.AGATA MIL.,03051870834,PTA VIA MEDICI,Sant'Agata di Militello,083084,98076,distretto.sagata@asp.messina.it,-,0941720254,0941720521,AMBULATORIO E LABORATORIO,0,0,-,1,S,1996,0,2018/01/02
190,Sicilia,Messina,205,603200,S01,ATTIVITA' CLINICA,AMBULATORIO P.O. TAORMINA,03051870834,CONTRADA SIRINA,Taormina,083097,98039,direzione.osptaormina@asp.messina.it,-,09425791,094252215,AMBULATORIO E LABORATORIO,01,190326,P.O.' S. VINCENZO' TAORMINA,1,S,1996,0,2018/01/02
