Anno,Codice Regione,Codice Azienda,Codice struttura,Tipo assistenza erogata,Descrizione tipo assistenza erogata,Denominazione struttura,Partita IVA,Indirizzo,Codice Comune,CAP,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax,Tipo struttura,Tipo struttura di ricovero,Codice struttura di ricovero,Denominazione struttura di ricovero,Mesi di funzionamento,Tipo rapporto con il S.S.N.,Titolare della convenzione,Presenza Apparecchiature,Anno apertura,Mese apertura,Anno chiusura,Mese chiusura,Giorni settimanali di apertura,Ore settimanali di apertura,Data aggiornamento
2018,190,206,456200,S01,ATTIVITA' CLINICA,DENTIST SURGERY S.A.S DI ODDO MARIO,05088570824,VIA PIERSANTI MATTARELLA 7,082034,90034,marioddo@libero.it,,091,8464320,091,8464320,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2007,01,,,5,15,20180102
2018,190,206,456400,S01,ATTIVITA' CLINICA,STUDIO DI FKT BOBAT SAS.,00489127821,VIALE EUROPA 188/C,082079,90039,,,091,6140736,091,6140736,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2001,09,,,5,40,20180102
2018,190,206,456600,S01,ATTIVITA' CLINICA,STUDIO DERM. RUSIGNUOLO S.R.L.,05248700824,VIA RAFFAELLO N 9,082053,90145,sergiorusignuolo@gmail.com,,091,206374,091,7296254,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2008,01,,,3,12,20180102
2018,190,206,456700,S01,ATTIVITA' CLINICA,STUDIO DERM. TERESI DR. VINCENZO SAS,05415890820,VIA DEL VESPRO 64,082053,90127,dottvincenzoteresi@libero.it,,091,6512092,091,6512092,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1988,02,,,5,30,20180102
2018,190,206,456800,S01,ATTIVITA' CLINICA,CENTRO MEDICO NEFROLOGICO S.R.L.,03316890825,VIA DEL PROGRESSO N.2 ang. via Concerie,082070,90018,centromediconefrologico@tin.it,,091,8113275,091,8141091,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2002,07,,,6,54,20180102
2018,190,206,456900,S01,ATTIVITA' CLINICA,AMBUL. ODONTOIATRICO DOTTORATO S.A.S. DOTT.SSA C. DOTTORATO,05572160827,VIA Mauruici n14,082080,90030,dottoratokatia@libero.it,,091,8201750,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2012,07,,,4,16,20180102
2018,190,206,457800,S01,ATTIVITA' CLINICA,STUDIO ODONTOIATRICO POLIVALENTE S.N.C.,05594430828,VIA A. Aleardi 18,082053,90145,,,091,6764671,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2007,07,,,4,17,20180323
2018,190,206,457900,S01,ATTIVITA' CLINICA,DR. BORSELLINO GIUSEPPE,01433620844,VIA RESUTTANA N.352/b,082053,90100,g.borsellino@alice.it,,091,584400,091,584400,AMBULATORIO E LABORATORIO,,,,12,2,1,N,2007,06,2018,05,5,24,20180102
2018,190,206,458000,S01,ATTIVITA' CLINICA,CENTRO OCULISTICO LO BIANCO S.A.S.,05099510827,"VIA L. Sturzo, 8",082070,90139,GIBMD@tin.it,,091,328129,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2010,01,,,5,20,20180102
2018,190,206,458200,S01,ATTIVITA' CLINICA,BATTAGLINO MARIA GRAZIA & C. S.A.S.,05521370824,VIA DUCA DEGLI ABRUZZI 32/34,082045,90025,analisibat@pec.it,,091,8252609,091,8252609,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1982,10,,,6,32,20180309
2018,190,206,458200,S03,ATTIVITA' DI LABORATORIO,BATTAGLINO MARIA GRAZIA & C. S.A.S.,05521370824,VIA DUCA DEGLI ABRUZZI 32/34,082045,90025,analisibat@pec.it,,091,8252609,091,8252609,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1982,10,,,6,32,20180309
2018,190,206,458300,S01,ATTIVITA' CLINICA,CENTRO OCULISTICO DOMUS S.R.L.,05499890829,VIA sciuti 102/f,082053,90144,segreteria@centrooculisticodomus.it,,091,346739,091,7829868,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2010,05,,,5,40,20180102
2018,190,206,458400,S01,ATTIVITA' CLINICA,STUDIO CARDIOLOGICO DOTT. DI STEFANO PASQUALE SRL,05551490823,"P.ZZA UMBERTO I, 61",082079,90039,franco.distefano@libero.it,,091,493188,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2007,08,,,5,25,20180323
2018,190,206,458400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO CARDIOLOGICO DOTT. DI STEFANO PASQUALE SRL,05551490823,"P.ZZA UMBERTO I, 61",082079,90039,franco.distefano@libero.it,,091,493188,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2007,08,,,1,6,20180323
2018,190,206,458500,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO SAS DI CASCIO S. ROSARIO & C.,05520120824,"VIA C. ALBERTO DALLA CHIESA, 15",082053,90143,centrodontoiatricosas@pec.it,,091,345724,091,345724,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2007,10,,,5,20,20180102
2018,190,206,458600,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO DI FAZIO S.A.S.,05863100823,VIA VENERO 120,082049,90046,dottdifazio@hotmai.it,,091,6404688,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1986,06,,,6,21,20180102
2018,190,206,458700,S01,ATTIVITA' CLINICA,VITES S.R.L.,05694460824,"VIA XX SETTEMBRE, 64",082053,90141,,,091,6251945,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2008,04,,,5,22,20180323
2018,190,206,458900,S01,ATTIVITA' CLINICA,CARDIOLAB S.R.L.,05330260828,VIA AMMIRAGLIO RIZZO 72/A,082053,90142,cardiolab.srl@gmail.com,www.cardiolab-cardiologia.it,091,9821645,091,9823074,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2012,10,,,6,24,20180102
2018,190,206,459000,S01,ATTIVITA' CLINICA,AMB.ODONT. DR. DRAGO FRANCESCO E C. SNC.,05651510827,VIA LUIGI PIRANDELLO N.1,082053,90144,ambu.odtodrago@pec.it,,091,6254458,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,01,,,5,20,20180102
2018,190,206,459100,S01,ATTIVITA' CLINICA,CENTRO CLINICO DERMOCOSMETOLOGICO SAS DI COSTA A.,05500270821,"VIA DOMENICO COSTANTINO, 17",082053,90141,alessandro.diliberto@pec.it,,091,300298,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2013,04,,,4,18,20180102
2018,190,206,459200,S01,ATTIVITA' CLINICA,GENOVA DOTT. CESARE S.R.L.,05723730825,"C.SO GARIBALDI,125",082021,90044,dr.cesaregenova@gmail.com,,091,8661833,091,8661833,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2008,08,,,5,50,20180305
2018,190,206,459300,S01,ATTIVITA' CLINICA,VITAN SAS DR. BELLAFIORE DARIO,05613860823,VIA CARLO ALBERTO DALLA CHIESA N. 40,082053,90143,dariobellafiore@libero.it,,091,323411,,,AMBULATORIO E LABORATORIO,,,,11,2,2,N,2008,08,,,5,35,20180102
2018,190,206,459400,S01,ATTIVITA' CLINICA,STUDIO CARDIOLOGICO DOTT. PIETRO LONGO SAS,05572990827,VIA J.F. kENNEDY 91,082020,90040,pietro.longo@gmail.it,,091,8671627,091,8671627,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2008,09,,,6,55,20180102
2018,190,206,459400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO CARDIOLOGICO DOTT. PIETRO LONGO SAS,05572990827,VIA J.F. kENNEDY 91,082020,90040,pietro.longo@gmail.it,,091,8671627,091,8671627,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2008,09,,,6,55,20180102
2018,190,206,459500,S01,ATTIVITA' CLINICA,LANZARA S.R.L.,05492320824,VIA E. ALBANESE 112/114,082053,90139,studiolanzarasrl@pec.it,,091,580970,091,580889,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2008,11,2018,10,5,36,20180102
2018,190,206,459500,S03,ATTIVITA' DI LABORATORIO,LANZARA S.R.L.,05492320824,VIA E. ALBANESE 112/114,082053,90139,studiolanzarasrl@pec.it,,091,580970,091,580889,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2008,11,2018,10,3,10,20180102
2018,190,206,459700,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO SAS DR.ANSELMO G.,05718950826,VIA RESUTTANA N.352,082053,90146,centroanselmo@pec.it,,091,527607,091,527607,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,01,,,5,40,20180102
2018,190,206,459800,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO SAS DR.SSA CARRILLO M. GRAZIA,05718960825,VIA RESUTTANA 352,082053,90146,,,091,527607,091,527607,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,01,,,5,40,20180102
2018,190,206,459900,S01,ATTIVITA' CLINICA,STUDIO CARDIOLOGICO DOTT. CLAUDIO ALBANI SAS,05573010823,VIA CUTINO 55,082043,90040,claudioalibanicardio@libero.it,,091,8678484,091,7480971,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,02,,,5,52,20180102
2018,190,206,459900,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO CARDIOLOGICO DOTT. CLAUDIO ALBANI SAS,05573010823,VIA CUTINO 55,082043,90040,claudioalibanicardio@libero.it,,091,8678484,091,7480971,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,02,,,5,52,20180102
2018,190,206,460100,S01,ATTIVITA' CLINICA,STUDIO CARDIOLOGICO DOTT.ENRICO SIMONETTI SAS,05557000824,"VIALE MICHELANGELO, 1930",082053,90145,pipposimonetti@gimail.com,,091,6736791,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,03,,,5,40,20180102
2018,190,206,460200,S01,ATTIVITA' CLINICA,CENTRO ODONT. DEL DR. GIROLAMO TURANO CAMPELLO SAS,05721110822,"VIA P. SCAGLIONE, 87",082053,90145,,,091,201465,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1984,04,,,5,30,20180102
2018,190,206,460400,S01,ATTIVITA' CLINICA,STUDIO OCULISTICO ARCUDI SRL,05255050824,VIA PRINCIPE DI BELMONTE 78,082053,90139,studiooculisticoarcudi@pec.it,,091,331512,091,331512,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2009,04,,,5,30,20180323
2018,190,206,460500,S03,ATTIVITA' DI LABORATORIO,LABORATORIO ANALISI CLINICHE CIRESI SRL,05653710821,"VIA E. IANNELLI, 33",082070,90018,francescociresi@libero.it,,091,8143094,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1972,07,,,5,34,20180102
2018,190,206,460600,S01,ATTIVITA' CLINICA,GAVERING SNC DI DI FEDE FRANCESCO PAOLO & C,05728070821,"VIA GUSTAVO ROCCELLA, 143",082053,90128,gavering@pec.it,,091,421008,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2009,05,,,5,30,20180102
2018,190,206,460800,S01,ATTIVITA' CLINICA,STUDIO OTORINOLARINGOIATRIA DR. ELIO MANNINO SAS,05509550827,VIA EMILIA 1,082053,90144,eliomannino@pec.it,,091,518173,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1980,12,,,4,20,20180323
2018,190,206,460900,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO DI LEO SAS DI G. DI LEO,05743700824,VIA GIOACCHINO VENTURA N 1,082053,90143,giuseppedileo61@yahoo.it,,091,6257140,091,6257140,AMBULATORIO E LABORATORIO,,,,11,2,2,N,2009,06,,,3,18,20180102
2018,190,206,461000,S01,ATTIVITA' CLINICA,STUDIO ODONTOIATRICO DOTT. ALONGE SRL,02099680841,VIA C. NIGRA 5,082053,90141,erika.alonge@gmail.com,,091,6268021,,,AMBULATORIO E LABORATORIO,,,,11,2,2,S,2009,09,,,5,36,20180102
2018,190,206,461100,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CENTRO RADIOLOGICO DOTT. L. SANZONE & C. SAS,05603090828,VIA V.E. ORLANDO 18,082054,90047,v.quartucc@virgilio.it,,091,8782594,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2007,09,,,5,40,20180314
2018,190,206,461300,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,ISTIT. CLIN. LOCOROTONDO SAS,04687960825,VIA G. DAITA 15/b,082053,90139,info@isitutolocorotondo.it,www.isitutolocorotondo.it,091,343354,091,582227,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,08,,,5,40,20180323
2018,190,206,461400,S01,ATTIVITA' CLINICA,C.ODONT.PURPURA MAURIZIO FULVIO & C.SAS,05696700821,"VIALE DELLE ALPI,16",082053,90144,,,091,227247,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1987,08,,,5,21,20180323
2018,190,206,461500,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO NIKOLIC S.A.S.,05767940827,"VIA CATALDIO PARISIO, 95",082053,90145,biljana.nikolic@libero.it,,091,225474,091,6830082,AMBULATORIO E LABORATORIO,,,,11,2,2,N,2010,01,,,5,36,20180102
2018,190,206,461600,S01,ATTIVITA' CLINICA,DENTAL WORLD DI PALAZZOLO EUGENIO & C. S.A.S.,05793990820,"VIA ROMA, 40",082007,90041,palazzoloeugenio@yahoo.it,,334,3547157,091,8787729,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,35,20180102
2018,190,206,461700,S01,ATTIVITA' CLINICA,CRINO.LE.VI.CLIN. S.R.L. UNISOCIO,05864220826,VIA AGRIGENTO N.41,082053,90141,crinoleviclin@pecsoluzioni.it,,091,6259128,091,6378849,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,20,20180102
2018,190,206,461700,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CRINO.LE.VI.CLIN. S.R.L. UNISOCIO,05864220826,VIA AGRIGENTO N.41,082053,90141,crinoleviclin@pecsoluzioni.it,,091,6259128,091,6378849,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,20,20180102
2018,190,206,461800,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO SAS DI MOSCARELLI LUIGI,06801370825,VIA DON ORIONE 35,082053,90142,studiomoscarelli@libero.it,,091,544659,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1984,03,,,5,40,20180102
2018,190,206,461900,S01,ATTIVITA' CLINICA,STUDIO CARDIOLOGICO DR. COSIMO MICELI & C. SAS,05835290825,P.ZZA BELLIPANNI 4,082027,90015,,,0921,424973,0921,424973,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2010,10,,,3,26,20180102
2018,190,206,462100,S01,ATTIVITA' CLINICA,MEDIDENT DI CAVATAIO GIUSEPPE & C. SAS,05867440827,VIA LIBERTA' 171,082053,90143,studiomedident@gmail.com,,091,345978,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2010,01,,,5,22,20180102
2018,190,206,462200,S03,ATTIVITA' DI LABORATORIO,PA.MA.FI.R (EX ASCLEPIO) ANALISI CLINICHE S.R.L.,05911080827,"VIA SAN LORENZO, 75/B",082053,90146,asclepio@pecsoluzioni.it,,091,6889701,091,6887350,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,6,43,20180102
2018,190,206,462500,S01,ATTIVITA' CLINICA,CENTRO BIOMEDICO S.C.A.R.L.,05875950825,"VIA A. DE GASPERI, 53/67",082053,90146,centrobio@goodeworld.net,,091,518267,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,20,20180102
2018,190,206,462500,S03,ATTIVITA' DI LABORATORIO,CENTRO BIOMEDICO S.C.A.R.L.,05875950825,"VIA A. DE GASPERI, 53/67",082053,90146,centrobio@goodeworld.net,,091,518267,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,44,20180102
2018,190,206,462600,S03,ATTIVITA' DI LABORATORIO,STUDIO MED. DIAGN. ALBANESE - DI PIAZZA S.R.L.,05957580821,"VIA MICHELE AMARI, 41",082053,90139,smdalbanesedipiazza@pec.052.it,,091,589477,091,9820780,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,40,20180102
2018,190,206,462700,S03,ATTIVITA' DI LABORATORIO,SALUS LAB S.C.A.R.L EX EUROLAB.,05917790825,VIA DEI QUARTIERI 42,082053,90146,saluslabscarl@gmail.com,,091,8887736,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,20,20180102
2018,190,206,462800,S03,ATTIVITA' DI LABORATORIO,CONSORZIO LABORATORI RIUNITI CARACCIOLO S.C.A.R.L.,05906660823,"VIA UGDULENA, 25",082053,90143,analisicaracciolo@libero.it,,091,346321,091,349446,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,6,40,20180102
2018,190,206,462900,S03,ATTIVITA' DI LABORATORIO,LAB. RIUN. GAZIANO - CAPUANO S.R.L.,05905730825,"VIA LA FARINA, 13/C",082053,90141,labgaziano-capuano@virgilio.it,,091,6259062,091,6259062,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,84,20180323
2018,190,206,463000,S01,ATTIVITA' CLINICA,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,05606160827,"VIALE STRASBURGO, 347/349",082053,90100,consorziosicilianoanalisi@pec.it,,091,6886351,091,7514579,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,20,20180323
2018,190,206,463000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,05606160827,"VIALE STRASBURGO, 347/349",082053,90100,consorziosicilianoanalisi@pec.it,,091,6886351,091,7514579,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,20,20180323
2018,190,206,463000,S03,ATTIVITA' DI LABORATORIO,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,05606160827,"VIALE STRASBURGO, 347/349",082053,90100,consorziosicilianoanalisi@pec.it,,091,6886351,091,7514579,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,20,20180323
2018,190,206,463100,S03,ATTIVITA' DI LABORATORIO,CONSORZIO TRISCELE S.C. A R.L.,05767970824,"VIA GENOVA, 34/A",082054,90047,trisceleconsorzio@libero.it,,091,8902745,091,8902745,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,2018,01,5,25,20181107
2018,190,206,463200,S03,ATTIVITA' DI LABORATORIO,CONSUD S.C.R.L.,05748720827,"VIA SUOR MARIA DOLORES DI MAJO, 7",082053,90145,consud@pec.it,,091,6851868,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,6,54,20180102
2018,190,206,463300,S03,ATTIVITA' DI LABORATORIO,DUOLAB SOC. CONS. A R. L.,05904900825,"VIA PAPA LEONE II, 78-80",082048,90036,duolab@alice.it,www.duolab.it,091,8721976,091,8711417,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,40,20180305
2018,190,206,463400,S03,ATTIVITA' DI LABORATORIO,EMOTEAM LABORATORI ANALISI S.C.A.R.L.,05908410821,"VIA ALFONZO BONELLI, 1/G",082053,90139,info@emoteam.it,,091,7219124,091,6263294,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,30,20180102
2018,190,206,463500,S03,ATTIVITA' DI LABORATORIO,GRUPPO DIAGNOSTICO MEDITERRANEO S.C.A.R.L.O,05906810824,via Pipitone Federico 129,082053,90144,gdmscarl@libero.it-@pec.it,,091,6253959,091,303421,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,35,20180326
2018,190,206,463600,S03,ATTIVITA' DI LABORATORIO,INTERLAB SOCIETA' CONSORTILE ARL,05798720826,"VIA G. ALAGNA ,2/C/E",082053,90123,info@laboratoridianalisi.com,www.interlabanalisi.com,091,393514,091,6216855,AMBULATORIO E LABORATORIO,,,,12,2,4,S,2011,01,,,6,62,20180102
2018,190,206,463700,S03,ATTIVITA' DI LABORATORIO,POLILAB SOCIETA' CONSORTILE A R.L.,05915440829,"LARGO FERDINANDO LIONTI, 8",082053,90100,marcellobonasera@alice.it,,091,446366,091,446366,AMBULATORIO E LABORATORIO,,,,12,2,4,S,2011,01,,,6,40,20180102
2018,190,206,463800,S03,ATTIVITA' DI LABORATORIO,SANITA' FUTURA SRL,05905230826,VIA Valentino Colombo 6-6/a,082053,90129,sanitafutura@pec.it,,091,6573121,091,6573121,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,6,42,20180326
2018,190,206,464000,S03,ATTIVITA' DI LABORATORIO,UNILAB S.C.A R.L.,05937390820,"VIA AUSONIA, N°43",082053,90144,unilab@clinicaandros.it,,091,6785551,091,6785557,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,6,65,20180102
2018,190,206,464100,S03,ATTIVITA' DI LABORATORIO,CONSORZIO BIOGENESI S.C. A R.L.,05986470820,"VIA PIETRO NENNI, 37",082013,90042,consorzio.biogenesi@peec.it,,091,8981596,091,8981596,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,01,,,5,31,20180102
2018,190,206,464200,S01,ATTIVITA' CLINICA,STUDIO ORL DI PIETRO LO BUE E C. S.A.S.,05921920822,VIA CONTE FEDERICO 46,082053,90124,info@pietrolobue.it,www.pietrolobue.it,091,6303213,091,6303217,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2011,01,,,5,25,20180326
2018,190,206,464400,S01,ATTIVITA' CLINICA,MORANO I. E ADRAGNA R. STUDIO MED. DENTISTICO SNC,05614870821,V.LE REG. MARGHERITA 2/B,082053,90138,ivana_morana@yahoo.it,,091,6817342,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2012,03,,,5,27,20180326
2018,190,206,464500,S01,ATTIVITA' CLINICA,CASA DI CURA LA MADDALENA,04413030828,VIA SAN LORENZO 312/ D,082053,90146,info@lamaddalenanet.it,www.lamaddalenanet.it,091,6806111,091,6806906,AMBULATORIO E LABORATORIO,05,190551,CASA DI CURA LA MADDALENA S.P.A.,12,2,3,S,1999,02,,,5,50,20180228
2018,190,206,464500,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CASA DI CURA LA MADDALENA,04413030828,VIA SAN LORENZO 312/ D,082053,90146,info@lamaddalenanet.it,www.lamaddalenanet.it,091,6806111,091,6806906,AMBULATORIO E LABORATORIO,05,190551,CASA DI CURA LA MADDALENA S.P.A.,12,2,3,S,1999,02,,,5,50,20180228
2018,190,206,464500,S03,ATTIVITA' DI LABORATORIO,CASA DI CURA LA MADDALENA,04413030828,VIA SAN LORENZO 312/ D,082053,90146,info@lamaddalenanet.it,www.lamaddalenanet.it,091,6806111,091,6806906,AMBULATORIO E LABORATORIO,05,190551,CASA DI CURA LA MADDALENA S.P.A.,12,2,3,S,1999,02,,,5,50,20180228
2018,190,206,464600,S01,ATTIVITA' CLINICA,AMBULATORIO ODONT. DOTT. R. DAVì E C. SAS,06063450826,"VIA CLAUDIO MONTEVERDI, 19",082053,90145,studiodavi@infinito.it,,091,6818234,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2012,06,,,5,40,20180102
2018,190,206,464700,S01,ATTIVITA' CLINICA,STUDIO OCULISTICO CAMPO & C SAS,05676590820,VIA GENERALE STREVA N. 45,082053,90143,aliti2@libero.it,,091,342224,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2013,01,,,4,20,20180102
2018,190,206,464800,S01,ATTIVITA' CLINICA,DOTT. AURORA GIRGENTI SAS AMB. DI CARDIOLOGIA,05255440827,"CORSO CALATAFIMI, 961",082053,90129,auroragirgenti@gmail.com,,349,8102711,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2009,09,,,4,25,20180326
2018,190,206,464900,S01,ATTIVITA' CLINICA,AMBULATORIO ODONTOIATRICO DOTT. MALTESE V. & C SAS,06002200828,VIA DON PINO PUGLISI 214 A/B,082009,90031,v_maltese@libero.it,,338,5983716,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2013,01,,,5,22,20180326
2018,190,206,465000,S01,ATTIVITA' CLINICA,AMB. CARD.DOTT.GIANNOLA ANTONINO S.A.S.,06047120826,VIA RUGGERO SETTIMO N.113-117,082071,90049,antonino.giannola1@tin.it,,091,8681285,091,8681285,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2012,11,,,6,49,20180102
2018,190,206,465000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMB. CARD.DOTT.GIANNOLA ANTONINO S.A.S.,06047120826,VIA RUGGERO SETTIMO N.113-117,082071,90049,antonino.giannola1@tin.it,,091,8681285,091,8681285,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2012,11,,,6,49,20180102
2018,190,206,465100,S01,ATTIVITA' CLINICA,CENTRO ODONTOIATRICO DOTT. GRECO SAS,06089870825,"VIA G. MATTEOTTI, 60",082057,90037,,,091,8575665,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2012,01,,,5,23,20180326
2018,190,206,465200,S03,ATTIVITA' DI LABORATORIO,LOCOROTONDO LABS SRL,06110050827,"VIA GIOSUE' CARDUCCI, 3",082053,90141,locorotondolabs@pec.it-info@locorotondolabs.it,www.gruppolocorotondo.it,091,329341,091,6110912,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2013,01,,,6,35,20180326
2018,190,206,465300,S01,ATTIVITA' CLINICA,AMB.ODONT. DOTT AMATO SRL,06068930822,"CORSO CALATAFIMI, 338",082053,90129,dramatoepifanio@alice.it,,091,485467,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2012,10,,,4,21,20180326
2018,190,206,465700,S01,ATTIVITA' CLINICA,HD 24 SRL,02678420841,via Grecale s.n.c. -Lampedusa,084020,92010,centrodialisilampedusa@gmail.com,,0922,971071,0922,971071,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2008,09,,,3,12,20180102
2018,190,206,465800,S01,ATTIVITA' CLINICA,AMBUL. ODONT. DOTT. GIUSEPPE CARAFFA & C. S.A.S.,06263170828,PIAZZA VITTORIO EMANUELE ORLANDO 6,082053,90138,ambulatorioodontoiatricogaraffa@pec.it,,091,322967,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2014,06,,,5,25,20180102
2018,190,206,465900,S01,ATTIVITA' CLINICA,STUDIO OCULISTICO DOTT.SSA ANTONELLA AGLIALORO & C. s.a.s.,06272090827,"via Giuseppe Gandolfo, 21",082053,90145,antonellaaglialoro@gmail.com,,091,551402,,,AMBULATORIO E LABORATORIO,,,,12,2,1,N,2014,09,,,5,30,20180326
2018,190,206,466000,S03,ATTIVITA' DI LABORATORIO,LAC DR.DAVIDE F.TO SGOI E C. s.a.s.,06201480826,"VIA NAZIONALE, 122-124",082036,90024,labsgroi@hotmail.it,,0921,689887,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2015,08,,,5,34,20180102
2018,190,206,466100,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,NUOVA IMAGING DR. PIETRO POLIZZI S.R.L.,06229080822,Via Trieste 12,082048,90036,polizzipietro@virgilio.it,,091,8723692,091,8712156,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2014,09,,,6,45,20180102
2018,190,206,466200,S01,ATTIVITA' CLINICA,AMBULATORIO ODONTOIATRICO DOTT.SSA GIULIA LIBERTI & C. s.a.s.,06275300827,via Gaetano Scarpello 13/15,082048,90036,giulia.liberti@pec.andi.it,,091,8732216,091,8732216,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2014,10,,,5,30,20180102
